date,username,ticker,series,action,side,shares,price,fee,pnl,executed_at,fill_cap_applied
2026-09-22,longshot-lotto,KXMIDTERMMOV-AZ02R-P10,KXMIDTERMMOV,enter,YES,20,0.18,0.2067,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-AZ08R-P21,KXMIDTERMMOV,enter,YES,2.2,0.16,0.0207,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-CO03R-P12,KXMIDTERMMOV,enter,YES,0.7,0.17,0.007,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-FLGOVD-P6,KXMIDTERMMOV,enter,YES,10,0.068,0.0444,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-FLSENR-P12,KXMIDTERMMOV,enter,YES,0.56,0.19,0.0061,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-IA02D-P7,KXMIDTERMMOV,enter,YES,0.5,0.14,0.0043,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-IA03R-P7,KXMIDTERMMOV,enter,YES,11.5,0.09,0.066,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-IAGOVD-P12,KXMIDTERMMOV,enter,YES,59.05,0.2,0.6614,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-IASEND-P6,KXMIDTERMMOV,enter,YES,130,0.13,1.0293,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-IASENR-P6,KXMIDTERMMOV,enter,YES,20,0.22,0.2403,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-KSSENR-P9,KXMIDTERMMOV,enter,YES,0.12,0.19,0.0013,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-MESEND-P11,KXMIDTERMMOV,enter,YES,1.9,0.11,0.0131,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-MI07D-P7,KXMIDTERMMOV,enter,YES,20,0.2,0.224,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-MISEND-P11,KXMIDTERMMOV,enter,YES,249.1,0.13,1.9722,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-MISEND-P13,KXMIDTERMMOV,enter,YES,138.81,0.097,0.8511,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-MN01R-P7,KXMIDTERMMOV,enter,YES,38.5,0.21,0.4472,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-MN05D-P71,KXMIDTERMMOV,enter,YES,1.66,0.17,0.0164,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-MO02R-P18,KXMIDTERMMOV,enter,YES,32.4,0.11,0.2221,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-MO05R-P3,KXMIDTERMMOV,enter,YES,41.5,0.079,0.2114,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-NC07R-P18,KXMIDTERMMOV,enter,YES,1,0.1,0.0063,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-NCSEND-P15,KXMIDTERMMOV,enter,YES,38.45,0.09,0.2205,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-NDALR-P39,KXMIDTERMMOV,enter,YES,2.5,0.23,0.031,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-NJ10D-P69,KXMIDTERMMOV,enter,YES,6,0.14,0.0506,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-NY11R-P30,KXMIDTERMMOV,enter,YES,2.6,0.1,0.0164,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-OH10R-P21,KXMIDTERMMOV,enter,YES,12,0.1,0.0756,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-OHGOVR-P6,KXMIDTERMMOV,enter,YES,2.62,0.17,0.0259,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-OKGOVR-P34,KXMIDTERMMOV,enter,YES,20,0.21,0.2323,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-PA07D-P15,KXMIDTERMMOV,enter,YES,11.6,0.22,0.1394,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-SCSEND-P1,KXMIDTERMMOV,enter,YES,4.75,0.19,0.0512,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-TX23R-P11,KXMIDTERMMOV,enter,YES,20,0.17,0.1976,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-TX28R-P1,KXMIDTERMMOV,enter,YES,3.4,0.13,0.027,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-VA03D-P47,KXMIDTERMMOV,enter,YES,3.9,0.22,0.0469,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-WI08R-P21,KXMIDTERMMOV,enter,YES,10,0.16,0.0941,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-WIGOVD-P10,KXMIDTERMMOV,enter,YES,5.6,0.19,0.0604,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMMOV-WIGOVD-P13,KXMIDTERMMOV,enter,YES,5.6,0.1,0.0353,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMVOTETURN-FL12-370000,KXMIDTERMVOTETURN,enter,YES,160,0.21,1.8581,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMVOTETURN-MA02-260000,KXMIDTERMVOTETURN,enter,YES,40,0.2,0.448,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMVOTETURN-MA05-300000,KXMIDTERMVOTETURN,enter,YES,81.5,0.13,0.6453,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMVOTETURN-MISEN-5900000,KXMIDTERMVOTETURN,enter,YES,9.98,0.14,0.0842,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMVOTETURN-NCSEN-4500000,KXMIDTERMVOTETURN,enter,YES,4.3,0.18,0.0445,,yes_ask,yes
2026-09-22,longshot-lotto,KXMIDTERMVOTETURN-PAGOV-6200000,KXMIDTERMVOTETURN,enter,YES,7.6,0.18,0.0786,,yes_ask,yes
2026-09-22,longshot-lotto,KXMISENGOVCOMBO-26NOV-REPREP,KXMISENGOVCOMBO,enter,YES,5.1,0.09,0.0293,,yes_ask,yes
2026-09-22,longshot-lotto,KXNUMREDISTRICTING-26NOV03-E8,KXNUMREDISTRICTING,enter,YES,10,0.08,0.0516,,yes_ask,yes
2026-09-22,longshot-lotto,KXRHOUSEWON-26NOV03-AL218,KXRHOUSEWON,enter,YES,63.53,0.12,0.4697,,yes_ask,yes
2026-09-22,longshot-lotto,KXRSENATEWON-26NOV03-AL21,KXRSENATEWON,enter,YES,5,0.19,0.0539,,yes_ask,yes
2026-09-22,longshot-lotto,KXRSENATEWON-26NOV03-AL22,KXRSENATEWON,enter,YES,130,0.1,0.819,,yes_ask,yes
2026-09-22,longshot-lotto,KXRSENATEWON-26NOV03-AL24,KXRSENATEWON,enter,YES,5,0.07,0.0228,,yes_ask,yes
2026-09-22,longshot-lotto,KXSECSTATEWI-26-R,KXSECSTATEWI,enter,YES,0.1,0.19,0.0011,,yes_ask,yes
2026-09-22,longshot-lotto,KXSTATELEG-MNSEN26-R,KXSTATELEG,enter,YES,9,0.16,0.0847,,yes_ask,yes
2026-09-22,longshot-lotto,KXSTATELEG-TXSENA26-D,KXSTATELEG,enter,YES,29.51,0.11,0.2023,,yes_ask,yes
2026-09-22,longshot-lotto,KXTXCOMPTROLLER-26-SECK,KXTXCOMPTROLLER,enter,YES,0.71,0.25,0.0094,,yes_ask,yes
2026-09-22,longshot-lotto,KXTXRAILROADCOMBO-26NOV03-BFTL,KXTXRAILROADCOMBO,enter,YES,225,0.14,1.8963,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTECOUNTY-SENATENC26MECKLENBURGRCOO-72,KXVOTECOUNTY,enter,YES,1.5,0.21,0.0175,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTECOUNTY-SENATENC26MECKLENBURGRCOO-76,KXVOTECOUNTY,enter,YES,0.5,0.09,0.0029,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTECOUNTY-SENATENC26MECKLENBURGRCOO-80,KXVOTECOUNTY,enter,YES,0.5,0.09,0.0029,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTECOUNTY-SENATETX26HIDALGOJTAL-64,KXVOTECOUNTY,enter,YES,40,0.14,0.3372,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTECOUNTY-SENATETX26STARRJTAL-60,KXVOTECOUNTY,enter,YES,40,0.16,0.3764,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTECOUNTY-SENATETX26WEBBJTAL-66,KXVOTECOUNTY,enter,YES,20,0.15,0.1785,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTECOUNTY-SENATETX26WEBBJTAL-68,KXVOTECOUNTY,enter,YES,20,0.13,0.1584,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTECOUNTY-SENATETX26WEBBJTAL-70,KXVOTECOUNTY,enter,YES,20,0.12,0.1479,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-GOVPARTYNE-26LWAL-48,KXVOTEGENERAL,enter,YES,3.14,0.18,0.0325,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-GOVPARTYNE-26LWAL-50,KXVOTEGENERAL,enter,YES,4.7,0.12,0.0348,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-GOVPARTYOH-26VRAM-53,KXVOTEGENERAL,enter,YES,2.15,0.22,0.0259,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-GOVPARTYTX-26GHIN-50,KXVOTEGENERAL,enter,YES,3.23,0.09,0.0186,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-KXHOUSEMO5-26ECLE-68,KXVOTEGENERAL,enter,YES,0.5,0.22,0.0061,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-KXHOUSEMO5-26RBRA-48,KXVOTEGENERAL,enter,YES,0.5,0.14,0.0043,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-KXHOUSEMO5-26RBRA-50,KXVOTEGENERAL,enter,YES,0.5,0.11,0.0035,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-LA04-26MGRO-34,KXVOTEGENERAL,enter,YES,0.5,0.06,0.002,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-MN01-26BFIN-54,KXVOTEGENERAL,enter,YES,10.5,0.09,0.0602,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-NY13-26BCOH-6,KXVOTEGENERAL,enter,YES,3,0.12,0.0222,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-NY13-26BCOH-7,KXVOTEGENERAL,enter,YES,3.5,0.12,0.0259,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-SC01-26MELL-1,KXVOTEGENERAL,enter,YES,51,0.07,0.2325,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-UT04-26JGOT-3,KXVOTEGENERAL,enter,YES,0.5,0.07,0.0023,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-KXHOUSERACE-UT04-26JGOT-6,KXVOTEGENERAL,enter,YES,0.5,0.06,0.002,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-SENATEKS-26RMAR-60,KXVOTEGENERAL,enter,YES,18.75,0.12,0.1386,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-SENATEMS-26SCOL-46,KXVOTEGENERAL,enter,YES,2.36,0.24,0.0302,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-SENATEMS-26SCOL-48,KXVOTEGENERAL,enter,YES,4.27,0.15,0.0382,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-SENATEMT26ABAN-20,KXVOTEGENERAL,enter,YES,0.5,0.08,0.0026,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-SENATEMT26KALM-50,KXVOTEGENERAL,enter,YES,0.23,0.09,0.0014,,yes_ask,yes
2026-09-22,longshot-lotto,KXVOTEGENERAL-SENATESD-26BBEN-48,KXVOTEGENERAL,enter,YES,2.95,0.18,0.0305,,yes_ask,yes
2026-09-22,longshot-lotto,RSENATESEATS-27-E45,RSENATESEATS,enter,YES,416.96,0.07,1.9001,,yes_ask,yes
2026-09-22,poll-anchor-26,GOVPARTYAZ-26-D,GOVPARTYAZ,enter,YES,67.04,0.89,0.4595,,yes_ask,yes
2026-09-22,poll-anchor-26,GOVPARTYFL-26-D,GOVPARTYFL,enter,NO,3556.97,0.78,42.7264,,derived(1 - yes_bid),yes
2026-09-22,poll-anchor-26,GOVPARTYGA-26-D,GOVPARTYGA,enter,NO,634.02,0.41,10.7359,,derived(1 - yes_bid),yes
2026-09-22,poll-anchor-26,SENATEGA-26-D,SENATEGA,enter,NO,210.91,0.063,0.8716,,derived(1 - yes_bid),yes
2026-09-22,poll-anchor-26,SENATEIA-26-D,SENATEIA,enter,NO,8928.57,0.56,154,,derived(1 - yes_bid),no
2026-09-22,poll-anchor-26,SENATEME-26-D,SENATEME,enter,NO,3943.92,0.29,56.8438,,derived(1 - yes_bid),yes
2026-09-22,poll-anchor-26,SENATEMI-26-D,SENATEMI,enter,NO,7596.31,0.3,111.6658,,derived(1 - yes_bid),yes
2026-09-22,poll-anchor-26,SENATENC-26-D,SENATENC,enter,NO,478.16,0.071,2.2078,,derived(1 - yes_bid),yes
2026-09-22,poll-anchor-26,SENATESC-26-D,SENATESC,enter,YES,1537.29,0.14,12.9563,,yes_ask,yes
2026-09-22,poll-anchor-26,SENATETX-26-D,SENATETX,enter,YES,8474.57,0.59,143.4999,,yes_ask,no
2026-09-22,ratings-ratchet,SENATEAK-26-D,SENATEAK,enter,NO,4728.56,0.25,62.0624,,derived(1 - yes_bid),yes
2026-09-22,ratings-ratchet,SENATEGA-26-D,SENATEGA,enter,NO,210.91,0.063,0.8716,,derived(1 - yes_bid),yes
2026-09-22,ratings-ratchet,SENATEKS-26-D,SENATEKS,enter,NO,8464.62,0.7,124.43,,derived(1 - yes_bid),yes
2026-09-22,ratings-ratchet,SENATEME-26-D,SENATEME,enter,NO,3943.92,0.29,56.8438,,derived(1 - yes_bid),yes
2026-09-22,ratings-ratchet,SENATEMI-26-D,SENATEMI,enter,NO,7596.31,0.3,111.6658,,derived(1 - yes_bid),yes
2026-09-22,ratings-ratchet,SENATENC-26-D,SENATENC,enter,NO,478.16,0.071,2.2078,,derived(1 - yes_bid),yes
2026-09-22,ratings-ratchet,SENATENH-26-D,SENATENH,enter,NO,887.84,0.16,8.3528,,derived(1 - yes_bid),yes
2026-09-20,crosslayer-arb,CONTROLS-2026-D,CONTROLS,enter,NO,2111.25,0.41,35.7498,,derived(1 - yes_bid),yes
2026-09-21,crosslayer-arb,GOVPARTYMI-26-D,GOVPARTYMI,enter,NO,1.74,0.09,0.01,,derived(1 - yes_bid),yes
2026-09-21,crosslayer-arb,SENATEAK-26-D,SENATEAK,enter,NO,151.51,0.3,2.2272,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,GOVPARTYAR-26-D,GOVPARTYAR,enter,NO,11.39,0.989,0.0087,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,GOVPARTYCA-26-R,GOVPARTYCA,enter,NO,554.57,0.971,1.0932,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,GOVPARTYCO-26-R,GOVPARTYCO,enter,NO,268.25,0.96,0.7211,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,GOVPARTYCT-26-R,GOVPARTYCT,enter,NO,0.5,0.99,0.0004,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,GOVPARTYHI-26-R,GOVPARTYHI,enter,NO,0.2,0.98,0.0003,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,GOVPARTYID-26-D,GOVPARTYID,enter,NO,1,0.992,0.0006,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,GOVPARTYMD-26-R,GOVPARTYMD,enter,NO,112.88,0.978,0.1701,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,GOVPARTYPA-26-R,GOVPARTYPA,enter,NO,14.25,0.97,0.0291,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,GOVPARTYRI-26-KBLO,GOVPARTYRI,enter,NO,38.91,0.98,0.0534,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,GOVPARTYTN-26-D,GOVPARTYTN,enter,NO,57.36,0.964,0.1394,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,GOVPARTYWY-26-D,GOVPARTYWY,enter,NO,1,0.969,0.0022,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,HOUSECA13-26-R,HOUSECA13,enter,NO,6.8,0.983,0.008,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,HOUSENJ5-26-R,HOUSENJ5,enter,NO,19.9,0.98,0.0274,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXAKCOMBO-26NOV03-DDD,KXAKCOMBO,enter,NO,21.5,0.99,0.0149,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXAKCOMBO-26NOV03-IDR,KXAKCOMBO,enter,NO,21.5,0.99,0.0149,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXAKCOMBO-26NOV03-IRD,KXAKCOMBO,enter,NO,20,0.99,0.0139,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXBALANCEPOWERCOMBO-27FEB-RD,KXBALANCEPOWERCOMBO,enter,NO,1009.08,0.991,0.63,,derived(1 - yes_bid),no
2026-09-19,longshot-fader,KXCLOSESTSENATE-27JAN03-FL,KXCLOSESTSENATE,enter,NO,171.54,0.98,0.2354,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXCLOSESTSENATE-27JAN03-GA,KXCLOSESTSENATE,enter,NO,10.4,0.987,0.0094,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXCLOSESTSENATE-27JAN03-ID,KXCLOSESTSENATE,enter,NO,4.67,0.99,0.0033,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXCLOSESTSENATE-27JAN03-MN,KXCLOSESTSENATE,enter,NO,7.05,0.985,0.0073,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXCLOSESTSENATE-27JAN03-NH,KXCLOSESTSENATE,enter,NO,85.74,0.958,0.2415,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXCLOSESTSENATE-27JAN03-SC,KXCLOSESTSENATE,enter,NO,18.32,0.97,0.0374,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXDHOUSESEATS-27-210,KXDHOUSESEATS,enter,NO,12.84,0.967,0.0287,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXDHOUSESEATS-27-212,KXDHOUSESEATS,enter,NO,5.25,0.966,0.0121,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXDHOUSESEATS-27-216,KXDHOUSESEATS,enter,NO,35.14,0.959,0.0968,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXDSENATESEATS-27-45,KXDSENATESEATS,enter,NO,746.39,0.982,0.9236,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXDSENATESEATS-27-46,KXDSENATESEATS,enter,NO,21.08,0.978,0.0318,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXDSENATESEATS-27-47,KXDSENATESEATS,enter,NO,351.19,0.96,0.944,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXDSENATESEATS-27-BELOW45,KXDSENATESEATS,enter,NO,1037.89,0.96,2.7899,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXDSENATESEATSH-27-E55,KXDSENATESEATSH,enter,NO,1,0.967,0.0023,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXDSENATESEATSH-27-E56,KXDSENATESEATSH,enter,NO,33.5,0.984,0.037,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXEXITPOLL-IND-REP,KXEXITPOLL,enter,NO,39.99,0.96,0.1075,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXFREEBUSES-26,KXFREEBUSES,enter,NO,0.19,0.979,0.0003,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXGOPBLACKVOTE-26NOV06-A14,KXGOPBLACKVOTE,enter,NO,221.4,0.97,0.451,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXGOPBLACKVOTE-26NOV06-A16,KXGOPBLACKVOTE,enter,NO,80,0.98,0.1098,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXGOPBLACKVOTE-26NOV06-A18,KXGOPBLACKVOTE,enter,NO,189.4,0.98,0.2599,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXGOVAK-26-DBRO,KXGOVAK,enter,NO,4,0.973,0.0074,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXGOVAK-26-TBEG,KXGOVAK,enter,NO,20.1,0.997,0.0043,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXGOVAK-26-TTAY,KXGOVAK,enter,NO,20.1,0.984,0.0222,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXGOVCA-26-SHIL,KXGOVCA,enter,NO,1040.58,0.961,2.73,,derived(1 - yes_bid),no
2026-09-19,longshot-fader,KXHOUSEPOPVOTEMARGIN-27NOV03-B1,KXHOUSEPOPVOTEMARGIN,enter,NO,41.4,0.989,0.0316,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSEPOPVOTEMARGIN-27NOV03-B15,KXHOUSEPOPVOTEMARGIN,enter,NO,109,0.967,0.2435,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSEPOPVOTEMARGIN-27NOV03-B3,KXHOUSEPOPVOTEMARGIN,enter,NO,293.76,0.969,0.6177,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSEPOPVOTEMARGIN-27NOV03-B58,KXHOUSEPOPVOTEMARGIN,enter,NO,187.7,0.988,0.1558,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSEPOPVOTEMARGIND-26NOV03-AL16,KXHOUSEPOPVOTEMARGIND,enter,NO,15,0.97,0.0306,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-AL07-26-R,KXHOUSERACE,enter,NO,10.3,0.997,0.0022,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-CA19-26-R,KXHOUSERACE,enter,NO,6.7,0.998,0.001,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-CA20-26-D,KXHOUSERACE,enter,NO,55.2,0.996,0.0154,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-FL03-26-D,KXHOUSERACE,enter,NO,30.2,0.971,0.0596,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-FL06-26-D,KXHOUSERACE,enter,NO,98.02,0.982,0.1213,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-FL19-26-D,KXHOUSERACE,enter,NO,0.4,0.984,0.0005,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-GA05-26-R,KXHOUSERACE,enter,NO,7.8,0.995,0.0028,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-GA10-26-D,KXHOUSERACE,enter,NO,1.5,0.992,0.0009,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-IL01-26-R,KXHOUSERACE,enter,NO,1,0.988,0.0009,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-KY04-26-D,KXHOUSERACE,enter,NO,26.7,0.988,0.0222,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-MI05-26-D,KXHOUSERACE,enter,NO,14,0.991,0.0088,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-NC10-26-D,KXHOUSERACE,enter,NO,6.33,0.994,0.0027,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-NDAL-26-D,KXHOUSERACE,enter,NO,19.38,0.992,0.0108,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-NY05-26-R,KXHOUSERACE,enter,NO,2.6,0.997,0.0006,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-OH02-26-D,KXHOUSERACE,enter,NO,10,0.979,0.0144,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-RI02-26-R,KXHOUSERACE,enter,NO,64.86,0.996,0.0181,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-TN06-26-D,KXHOUSERACE,enter,NO,4.8,0.97,0.0098,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-TX07-26-R,KXHOUSERACE,enter,NO,4,0.979,0.0058,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-TX16-26-R,KXHOUSERACE,enter,NO,6.8,0.996,0.0019,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSERACE-VA03-26-R,KXHOUSERACE,enter,NO,3.8,0.993,0.0019,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSETURNOUT-26NOV03-90,KXHOUSETURNOUT,enter,NO,4.3,0.995,0.0015,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSETURNOUT-26NOV03-95,KXHOUSETURNOUT,enter,NO,6.3,0.994,0.0027,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSETURNOUT-26NOV03-BELOW90,KXHOUSETURNOUT,enter,NO,12.5,0.99,0.0087,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSEWINSTATE-AZD-A6,KXHOUSEWINSTATE,enter,NO,12.99,0.97,0.0265,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSEWINSTATE-MID-A9,KXHOUSEWINSTATE,enter,NO,25,0.96,0.0672,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXHOUSEWINSTATE-NCD-A7,KXHOUSEWINSTATE,enter,NO,111.3,0.97,0.2268,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXINDCOUNT-27JAN03-AL3,KXINDCOUNT,enter,NO,50,0.99,0.0347,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXLEAVEWALZ-27JAN01-TWAL-27JAN01,KXLEAVEWALZ,enter,NO,63.78,0.955,0.1919,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXLOSEMAJORITY-27JAN01,KXLOSEMAJORITY,enter,NO,6.2,0.979,0.009,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXMAMDANIEO-26SEP19-T0,KXMAMDANIEO,enter,NO,484.48,0.99,0.3358,,derived(1 - yes_bid),yes
2026-09-19,longshot-fader,KXMNSTATEAUDITOR-26NOV03-JREE,KXMNSTATEAUDITOR,enter,NO,30.5,0.99,0.0212,,derived(1 - yes_bid),yes
