date,username,ticker,series,action,side,shares,price,fee,pnl,executed_at,fill_cap_applied
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEIA26SCOTTJTUR-48,KXVOTECOUNTY,enter,YES,116.34,0.95,0.3869,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEIA26SCOTTJTUR-50,KXVOTECOUNTY,enter,YES,194,0.84,1.8252,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEMI26KENTAELS-48,KXVOTECOUNTY,enter,YES,110.58,0.94,0.4366,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEMI26KENTAELS-50,KXVOTECOUNTY,enter,YES,40,0.83,0.3951,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEMI26MACOMBMROG-48,KXVOTECOUNTY,enter,YES,145.11,0.91,0.832,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEMI26MACOMBMROG-50,KXVOTECOUNTY,enter,YES,40,0.8,0.448,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEMI26OAKLANDAELS-52,KXVOTECOUNTY,enter,YES,40,0.91,0.2294,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEMI26WASHTENAWAELS-68,KXVOTECOUNTY,enter,YES,119.82,0.87,0.9487,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEMI26WASHTENAWAELS-70,KXVOTECOUNTY,enter,YES,29.04,0.86,0.2448,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATENC26MECKLENBURGRCOO-66,KXVOTECOUNTY,enter,YES,51.25,0.97,0.1044,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATENC26WAKERCOO-64,KXVOTECOUNTY,enter,YES,47.2,0.89,0.3235,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEOHS26CUYAHOGASBRO-68,KXVOTECOUNTY,enter,YES,77.47,0.74,1.0434,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEOHS26WASHINGTONJHUS-58,KXVOTECOUNTY,enter,YES,20,0.95,0.0665,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATEOHS26WASHINGTONJHUS-60,KXVOTECOUNTY,enter,YES,99.16,0.78,1.1912,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATETX26BEXARJTAL-58,KXVOTECOUNTY,enter,YES,107.82,0.91,0.6182,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATETX26BEXARJTAL-60,KXVOTECOUNTY,enter,YES,20,0.79,0.2323,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATETX26HIDALGOJTAL-54,KXVOTECOUNTY,enter,YES,146.7,0.88,1.0845,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATETX26STARRJTAL-50,KXVOTECOUNTY,enter,YES,353,0.76,4.5072,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATETX26TARRANTJTAL-50,KXVOTECOUNTY,enter,YES,85.59,0.93,0.3901,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATETX26TRAVISJTAL-72,KXVOTECOUNTY,enter,YES,47.5,0.97,0.0968,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATETX26TRAVISJTAL-74,KXVOTECOUNTY,enter,YES,21,0.88,0.1553,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTECOUNTY-SENATETX26WEBBJTAL-56,KXVOTECOUNTY,enter,YES,70,0.81,0.7542,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-GOVPARTYCT-26NLAM-54,KXVOTEGENERAL,enter,YES,1,0.84,0.0095,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-GOVPARTYCT-26RFAZ-38,KXVOTEGENERAL,enter,YES,2,0.76,0.0256,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-GOVPARTYKS-27CHOL-42,KXVOTEGENERAL,enter,YES,1,0.82,0.0104,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-GOVPARTYMA-26MHEA-58,KXVOTEGENERAL,enter,YES,5,0.79,0.0581,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-GOVPARTYNY-26BBLA-36,KXVOTEGENERAL,enter,YES,20,0.84,0.1882,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-GOVPARTYSC-26AWIL-52,KXVOTEGENERAL,enter,YES,20.5,0.85,0.183,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-FL25-26JMOS-48,KXVOTEGENERAL,enter,YES,20,0.88,0.1479,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-IL16-26DLAH-52,KXVOTEGENERAL,enter,YES,20,0.97,0.0408,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-IL16-26DLAH-54,KXVOTEGENERAL,enter,YES,20,0.91,0.1147,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-IL16-26DLAH-56,KXVOTEGENERAL,enter,YES,20,0.78,0.2403,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-MN05-26JNAG-14,KXVOTEGENERAL,enter,YES,20,0.97,0.0408,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-MN05-26JNAG-16,KXVOTEGENERAL,enter,YES,20,0.91,0.1147,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-MN05-26JNAG-18,KXVOTEGENERAL,enter,YES,20,0.79,0.2323,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-NE03-26BSTI-18,KXVOTEGENERAL,enter,YES,20,0.85,0.1785,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-NE03-26BSTI-20,KXVOTEGENERAL,enter,YES,20,0.74,0.2694,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-OH07-26MMIL-44,KXVOTEGENERAL,enter,YES,5,0.86,0.0422,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-OH07-26MMIL-46,KXVOTEGENERAL,enter,YES,2.5,0.74,0.0337,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-TX23-26BHER-50,KXVOTEGENERAL,enter,YES,1.41,0.7,0.0208,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-SENATEAK-26DSUL-42,KXVOTEGENERAL,enter,YES,20,0.7,0.294,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-SENATEGA-26JOSS-52,KXVOTEGENERAL,enter,YES,2.91,0.85,0.026,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-SENATEKS-26AHAM-44,KXVOTEGENERAL,enter,YES,1,0.83,0.0099,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-SENATEKS-26RMAR-48,KXVOTEGENERAL,enter,YES,1,0.78,0.0121,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-SENATEMT26SBOD-25,KXVOTEGENERAL,enter,YES,20,0.97,0.0408,,yes_ask,yes
2026-09-20,favorite-cash,KXVOTEGENERAL-SENATEMT26SBOD-30,KXVOTEGENERAL,enter,YES,40,0.73,0.5519,,yes_ask,yes
2026-09-20,favorite-cash,SENATEAL-26-R,SENATEAL,enter,YES,8.8,0.964,0.0214,,yes_ask,yes
2026-09-20,favorite-cash,SENATEMI-26-D,SENATEMI,enter,YES,1138.42,0.66,17.8824,,yes_ask,yes
2026-09-20,favorite-cash,SENATEMS-26-R,SENATEMS,enter,YES,20,0.92,0.1031,,yes_ask,yes
2026-09-20,favorite-cash,SENATENJ-26-D,SENATENJ,enter,YES,17.2,0.98,0.0236,,yes_ask,yes
2026-09-20,favorite-cash,SENATEOK-26-R,SENATEOK,enter,YES,29,0.971,0.0572,,yes_ask,yes
2026-09-20,favorite-cash,SENATEVA-26-D,SENATEVA,enter,YES,1,0.98,0.0014,,yes_ask,yes
2026-09-20,favorite-cash,SENATEWV-26-R,SENATEWV,enter,YES,2.5,0.984,0.0028,,yes_ask,yes
2026-09-21,favorite-cash,HOUSEAZ2-26-R,HOUSEAZ2,enter,YES,87.5,0.68,1.3328,,yes_ask,yes
2026-09-21,favorite-cash,HOUSEIN1-26-D,HOUSEIN1,enter,YES,1,0.969,0.0022,,yes_ask,yes
2026-09-21,favorite-cash,HOUSEVA7-26-D,HOUSEVA7,enter,YES,715.5,0.934,3.0875,,yes_ask,yes
2026-09-21,favorite-cash,KXCA17PERSON-26-RKHA,KXCA17PERSON,enter,YES,1.87,0.999,0.0002,,yes_ask,yes
2026-09-21,favorite-cash,KXCAATTORNEYGENERAL-26-RBON,KXCAATTORNEYGENERAL,enter,YES,0.01,0.97,0.0001,,yes_ask,yes
2026-09-21,favorite-cash,KXCAELECTION-2614-AWAH,KXCAELECTION,enter,YES,6.23,0.78,0.0749,,yes_ask,yes
2026-09-21,favorite-cash,KXDATACENTERMORATORIUM-27JAN012,KXDATACENTERMORATORIUM,enter,YES,5.81,0.77,0.0721,,yes_ask,yes
2026-09-21,favorite-cash,KXDSAMEMBERSHIP-26DEC31-A130000,KXDSAMEMBERSHIP,enter,YES,60.5,0.75,0.7941,,yes_ask,yes
2026-09-21,favorite-cash,KXFLINTMAYOR-26-SNEE,KXFLINTMAYOR,enter,YES,0.21,0.91,0.0013,,yes_ask,yes
2026-09-21,favorite-cash,KXGOVWINS-27JAN01-R-50,KXGOVWINS,enter,YES,274.15,0.68,4.1759,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-AR03-26-R,KXHOUSERACE,enter,YES,13.96,0.959,0.0385,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-AZ05-26-R,KXHOUSERACE,enter,YES,9.59,0.941,0.0373,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-CA52-26-D,KXHOUSERACE,enter,YES,15.45,0.979,0.0223,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-CO05-26-R,KXHOUSERACE,enter,YES,7.99,0.71,0.1152,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-FL08-26-R,KXHOUSERACE,enter,YES,7.99,0.956,0.0236,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-GA08-26-R,KXHOUSERACE,enter,YES,10.5,0.96,0.0283,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-IA04-26-R,KXHOUSERACE,enter,YES,0.51,0.959,0.0015,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-IL14-26-D,KXHOUSERACE,enter,YES,3.3,0.977,0.0052,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-IN08-26-R,KXHOUSERACE,enter,YES,10,0.962,0.0256,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-IN09-26-R,KXHOUSERACE,enter,YES,10.28,0.975,0.0176,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-MA01-26-D,KXHOUSERACE,enter,YES,48.3,0.926,0.2317,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-MN06-26-R,KXHOUSERACE,enter,YES,7.4,0.933,0.0324,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-NC07-26-R,KXHOUSERACE,enter,YES,9.43,0.87,0.0747,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-NE01-26-R,KXHOUSERACE,enter,YES,0.5,0.83,0.005,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-OH02-26-R,KXHOUSERACE,enter,YES,10.7,0.97,0.0218,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-PA12-26-D,KXHOUSERACE,enter,YES,5,0.989,0.0039,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-TX21-26-R,KXHOUSERACE,enter,YES,0.2,0.93,0.001,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-TX26-26-R,KXHOUSERACE,enter,YES,16.01,0.979,0.0231,,yes_ask,yes
2026-09-21,favorite-cash,KXHOUSERACE-TX31-26-R,KXHOUSERACE,enter,YES,14.95,0.947,0.0526,,yes_ask,yes
2026-09-21,favorite-cash,KXKAMALARUN-28-27OCT01,KXKAMALARUN,enter,YES,50.79,0.68,0.7737,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-ARSEN-P4,KXMIDTERMMOV,enter,YES,12,0.87,0.0951,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-AZ05R-P5,KXMIDTERMMOV,enter,YES,0.5,0.72,0.0071,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-FL06R-P15,KXMIDTERMMOV,enter,YES,2,0.71,0.0289,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-FLGOVR-P3,KXMIDTERMMOV,enter,YES,46.25,0.66,0.7265,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-GA01R-P6,KXMIDTERMMOV,enter,YES,2,0.69,0.03,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-IL09D-P31,KXMIDTERMMOV,enter,YES,4,0.98,0.0055,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-IL09D-P40,KXMIDTERMMOV,enter,YES,5,0.69,0.0749,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-KS01R-P19,KXMIDTERMMOV,enter,YES,0.5,0.81,0.0054,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-KYSENR-P12,KXMIDTERMMOV,enter,YES,3.32,0.79,0.0386,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-MI11D-P20,KXMIDTERMMOV,enter,YES,2,0.67,0.031,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-MNGOVD-P2,KXMIDTERMMOV,enter,YES,0.3,0.923,0.0015,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-MO04R-P20,KXMIDTERMMOV,enter,YES,4.73,0.81,0.051,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-MO04R-P26,KXMIDTERMMOV,enter,YES,4.22,0.74,0.0569,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-MSSENR-P7,KXMIDTERMMOV,enter,YES,30.77,0.7,0.4524,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-NC02D-P31,KXMIDTERMMOV,enter,YES,7.3,0.88,0.054,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-NC03R-P3,KXMIDTERMMOV,enter,YES,17.5,0.74,0.2357,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-NC08R-P5,KXMIDTERMMOV,enter,YES,0.5,0.76,0.0064,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-NJSEND-P17,KXMIDTERMMOV,enter,YES,0.5,0.76,0.0064,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-NY03D-P2,KXMIDTERMMOV,enter,YES,0.5,0.8,0.0056,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-NY14D-P40,KXMIDTERMMOV,enter,YES,11,0.8,0.1232,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-PA14R-P20,KXMIDTERMMOV,enter,YES,0.5,0.82,0.0052,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-PAGOVD-P19,KXMIDTERMMOV,enter,YES,0.15,0.79,0.0018,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-SC07R-P15,KXMIDTERMMOV,enter,YES,2,0.69,0.03,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-TX12R-P10,KXMIDTERMMOV,enter,YES,5,0.73,0.069,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-WIGOVD-P1,KXMIDTERMMOV,enter,YES,0.11,0.83,0.0011,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMMOV-WYSENR-P30,KXMIDTERMMOV,enter,YES,5,0.87,0.0396,,yes_ask,yes
2026-09-21,favorite-cash,KXMIDTERMVOTETURN-ALGOV-1420000,KXMIDTERMVOTETURN,enter,YES,1.72,0.82,0.0178,,yes_ask,yes
2026-09-21,favorite-cash,KXMISENATE-26-AELS,KXMISENATE,enter,YES,328.86,0.66,5.1658,,yes_ask,yes
2026-09-21,favorite-cash,KXMORATORIUMCOUNT-26DEC31-AL3,KXMORATORIUMCOUNT,enter,YES,5.61,0.83,0.0555,,yes_ask,yes
2026-09-21,favorite-cash,KXNEWSOMRUN-28-27JUL01,KXNEWSOMRUN,enter,YES,1.06,0.69,0.0159,,yes_ask,yes
2026-09-21,favorite-cash,KXNHSENGOVCOMBO-26NOV-REPDEM,KXNHSENGOVCOMBO,enter,YES,6.44,0.75,0.0846,,yes_ask,yes
2026-09-21,favorite-cash,KXREDISTRICTING-26-FL,KXREDISTRICTING,enter,YES,0.11,0.982,0.0002,,yes_ask,yes
2026-09-21,favorite-cash,KXREDISTRICTING-26-LA,KXREDISTRICTING,enter,YES,3.5,0.98,0.0049,,yes_ask,yes
2026-09-21,favorite-cash,KXSECSTATEMA-26NOV03-WGAL,KXSECSTATEMA,enter,YES,0.5,0.96,0.0014,,yes_ask,yes
2026-09-21,favorite-cash,KXSECSTATEMN-26NOV03-SSIM,KXSECSTATEMN,enter,YES,20,0.85,0.1785,,yes_ask,yes
2026-09-21,favorite-cash,KXSTATEBALLOTMEASURE-ID-HJR4,KXSTATEBALLOTMEASURE,enter,YES,1.35,0.73,0.0187,,yes_ask,yes
2026-09-21,favorite-cash,KXSTATEBALLOTMEASURE-MA-Q9,KXSTATEBALLOTMEASURE,enter,YES,6.12,0.9,0.0386,,yes_ask,yes
2026-09-21,favorite-cash,KXSTATEBALLOTMEASURE-NE26-FFG,KXSTATEBALLOTMEASURE,enter,YES,15.5,0.81,0.167,,yes_ask,yes
2026-09-21,favorite-cash,KXSTATELEG-MESEN26-D,KXSTATELEG,enter,YES,13.52,0.92,0.0697,,yes_ask,yes
2026-09-21,favorite-cash,KXSTATELEG-MNSEN26-D,KXSTATELEG,enter,YES,0.5,0.88,0.0037,,yes_ask,yes
2026-09-21,favorite-cash,KXSTATELEG-NCSEN26-R,KXSTATELEG,enter,YES,1,0.97,0.0021,,yes_ask,yes
2026-09-21,favorite-cash,KXTAIPEIMAYOR-26NOV28-CWAN,KXTAIPEIMAYOR,enter,YES,235,0.84,2.2109,,yes_ask,yes
2026-09-21,favorite-cash,KXVOTECOUNTY-GOVPARTYFL26MIAMIDADEBDON-48,KXVOTECOUNTY,enter,YES,20,0.83,0.1976,,yes_ask,yes
2026-09-21,favorite-cash,KXVOTEGENERAL-GOVPARTYAL-26DJON-42,KXVOTEGENERAL,enter,YES,8.66,0.85,0.0773,,yes_ask,yes
2026-09-21,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-OH03-26CDUL-20,KXVOTEGENERAL,enter,YES,0.07,0.94,0.0003,,yes_ask,yes
2026-09-21,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-TN01-26DHAR-68,KXVOTEGENERAL,enter,YES,0.05,0.91,0.0003,,yes_ask,yes
2026-09-21,favorite-cash,KXVOTEGENERAL-KXHOUSERACE-TN08-26DKUS-54,KXVOTEGENERAL,enter,YES,0.08,0.73,0.0012,,yes_ask,yes
2026-09-21,favorite-cash,SENATEOR-26-D,SENATEOR,enter,YES,0.51,0.978,0.0008,,yes_ask,yes
2026-09-21,favorite-cash,SENATEWY-26-R,SENATEWY,enter,YES,18.7,0.982,0.0232,,yes_ask,yes
2026-09-22,favorite-cash,HOUSECO3-26-R,HOUSECO3,enter,YES,123.38,0.66,1.9381,,yes_ask,yes
2026-09-22,favorite-cash,HOUSEMI8-26-D,HOUSEMI8,enter,YES,5.1,0.966,0.0118,,yes_ask,yes
2026-09-22,favorite-cash,HOUSENY18-26-D,HOUSENY18,enter,YES,0.1,0.967,0.0003,,yes_ask,yes
2026-09-22,favorite-cash,HOUSEOR5-26-D,HOUSEOR5,enter,YES,0.1,0.976,0.0002,,yes_ask,yes
2026-09-22,favorite-cash,HOUSEWI1-26-R,HOUSEWI1,enter,YES,25,0.68,0.3808,,yes_ask,yes
2026-09-22,favorite-cash,KXATTYGENFL-26-R,KXATTYGENFL,enter,YES,1,0.88,0.0074,,yes_ask,yes
2026-09-22,favorite-cash,KXATTYGENNM-26-D,KXATTYGENNM,enter,YES,0.5,0.929,0.0024,,yes_ask,yes
2026-09-22,favorite-cash,KXATTYGENWI-26-D,KXATTYGENWI,enter,YES,2,0.84,0.0189,,yes_ask,yes
2026-09-22,favorite-cash,KXCABALLOTMEASURES-26NOV03-PR37,KXCABALLOTMEASURES,enter,YES,48.09,0.72,0.6787,,yes_ask,yes
2026-09-22,favorite-cash,KXCAELECTION-2634-AGON,KXCAELECTION,enter,YES,29.4,0.78,0.3532,,yes_ask,yes
2026-09-22,favorite-cash,KXCALIEUTENANTGOV-26NOV03-FMA,KXCALIEUTENANTGOV,enter,YES,29,0.981,0.0379,,yes_ask,yes
2026-09-22,favorite-cash,KXDEMCOREFOURSENATESWEEP-26NOV03,KXDEMCOREFOURSENATESWEEP,enter,YES,500.18,0.66,7.8569,,yes_ask,yes
2026-09-22,favorite-cash,KXDHOUSESEATSDIR-27-A214,KXDHOUSESEATSDIR,enter,YES,20.7,0.95,0.0689,,yes_ask,yes
2026-09-22,favorite-cash,KXDHOUSESEATSDIR-27-A226,KXDHOUSESEATSDIR,enter,YES,1.24,0.84,0.0117,,yes_ask,yes
2026-09-22,favorite-cash,KXDSAMEMBERSHIP-26DEC31-A140000,KXDSAMEMBERSHIP,enter,YES,5,0.7,0.0735,,yes_ask,yes
2026-09-22,favorite-cash,KXDSAMEMBERSHIP-26DEC31-A150000,KXDSAMEMBERSHIP,enter,YES,4.5,0.79,0.0523,,yes_ask,yes
2026-09-22,favorite-cash,KXDSENATEWON-26NOV03-AL10,KXDSENATEWON,enter,YES,1.54,0.96,0.0042,,yes_ask,yes
2026-09-22,favorite-cash,KXDSENATEWON-26NOV03-AL11,KXDSENATEWON,enter,YES,95,0.96,0.2554,,yes_ask,yes
2026-09-22,favorite-cash,KXDSENATEWON-26NOV03-AL12,KXDSENATEWON,enter,YES,478.71,0.95,1.5918,,yes_ask,yes
2026-09-22,favorite-cash,KXDSENATEWON-26NOV03-AL13,KXDSENATEWON,enter,YES,136.4,0.91,0.782,,yes_ask,yes
2026-09-22,favorite-cash,KXDSENATEWON-26NOV03-AL14,KXDSENATEWON,enter,YES,42.4,0.88,0.3135,,yes_ask,yes
2026-09-22,favorite-cash,KXDSENATEWON-26NOV03-AL15,KXDSENATEWON,enter,YES,261.2,0.84,2.4574,,yes_ask,yes
2026-09-22,favorite-cash,KXDSENATEWON-26NOV03-AL16,KXDSENATEWON,enter,YES,84,0.74,1.1314,,yes_ask,yes
2026-09-22,favorite-cash,KXDSENATEWON-26NOV03-AL17,KXDSENATEWON,enter,YES,184.77,0.69,2.7666,,yes_ask,yes
2026-09-22,favorite-cash,KXEXITPOLL-OLDWOM-DEM,KXEXITPOLL,enter,YES,7.9,0.95,0.0263,,yes_ask,yes
2026-09-22,favorite-cash,KXGENERALCOUNTY-SENATEMI-26-EAT,KXGENERALCOUNTY,enter,YES,41,0.72,0.5786,,yes_ask,yes
2026-09-22,favorite-cash,KXGENERALCOUNTY-SENATEMI-26-GRA,KXGENERALCOUNTY,enter,YES,22.1,0.72,0.3119,,yes_ask,yes
2026-09-22,favorite-cash,KXGENERALCOUNTY-SENATEMI-26-MUS,KXGENERALCOUNTY,enter,YES,30.5,0.71,0.4396,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-CA20-26-R,KXHOUSERACE,enter,YES,55.3,0.975,0.0944,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-CA33-26-D,KXHOUSERACE,enter,YES,1.5,0.979,0.0022,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-DEAL-26-D,KXHOUSERACE,enter,YES,7.6,0.985,0.0079,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-FL07-26-R,KXHOUSERACE,enter,YES,0.02,0.69,0.0003,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-FL14-26-D,KXHOUSERACE,enter,YES,6606.04,0.67,102.2417,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-GA01-26-R,KXHOUSERACE,enter,YES,1,0.929,0.0047,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-KS01-26-R,KXHOUSERACE,enter,YES,0.1,0.959,0.0003,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-MI05-26-R,KXHOUSERACE,enter,YES,50,0.93,0.2279,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-MS02-26-D,KXHOUSERACE,enter,YES,150,0.986,0.145,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-NM01-26-D,KXHOUSERACE,enter,YES,1.8,0.95,0.006,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-OH15-26-R,KXHOUSERACE,enter,YES,12.5,0.78,0.1502,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-TX07-26-D,KXHOUSERACE,enter,YES,0.5,0.956,0.0015,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-VA06-26-R,KXHOUSERACE,enter,YES,61.69,0.958,0.1738,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-VTAL-26-D,KXHOUSERACE,enter,YES,5,0.978,0.0076,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSERACE-WYAL-26-R,KXHOUSERACE,enter,YES,0.1,0.997,0.0001,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSETX35-26-D,KXHOUSETX35,enter,YES,594.41,0.67,9.1997,,yes_ask,yes
2026-09-22,favorite-cash,KXHOUSEWINSTATE-ALD-E1,KXHOUSEWINSTATE,enter,YES,0.5,0.74,0.0068,,yes_ask,yes
2026-09-22,favorite-cash,KXJUSTICEGOV-28-26NOV01,KXJUSTICEGOV,enter,YES,0.5,0.69,0.0075,,yes_ask,yes
2026-09-22,favorite-cash,KXLASHERIFF-26-RLUN,KXLASHERIFF,enter,YES,27.99,0.95,0.0931,,yes_ask,yes
2026-09-22,favorite-cash,KXLOSEREELECTIONDSEN-2026-0,KXLOSEREELECTIONDSEN,enter,YES,0.1,0.923,0.0005,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-COSEND-P20,KXMIDTERMMOV,enter,YES,1.5,0.68,0.0229,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-FL02R-P4,KXMIDTERMMOV,enter,YES,2,0.79,0.0233,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-GA06D-P50,KXMIDTERMMOV,enter,YES,12.5,0.72,0.1764,,yes_ask,yes
2026-09-22,favorite-cash,KXMIDTERMMOV-GA10R-P10,KXMIDTERMMOV,enter,YES,11.2,0.77,0.1389,,yes_ask,yes
